2016-07-08 00:01:30.728 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 16:01:08.429 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 16:02:08.471 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708009
2016-07-08 16:02:08.472 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 16:02:10.872 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617447851899213) ,message is: Lucky 5, issue no. 160708009 ,winning number is:2,10,11,5,9,url = http://kpwlottery.com/index.php/km?issue=160708009&wincode=2,10,11,5,9
2016-07-08 16:02:10.873 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708009
2016-07-08 16:02:10.873 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708010
2016-07-08 16:02:10.873 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 16:02:10.877 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708010
2016-07-08 16:04:10.917 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:06:10.952 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:08:10.987 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:10:11.021 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:12:11.057 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:14:11.126 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:16:11.157 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:18:11.245 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:20:11.271 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:22:11.301 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:24:11.331 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:26:11.360 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:28:11.451 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:30:11.529 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:32:11.555 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:34:11.582 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:36:11.610 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:38:11.636 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:40:11.675 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:42:11.701 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:44:11.733 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:46:11.760 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:48:11.788 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:50:11.854 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:52:11.920 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:54:11.951 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:56:12.009 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 16:58:12.043 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 17:00:12.071 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708010
2016-07-08 17:01:12.198 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708010
2016-07-08 17:01:12.207 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 17:01:14.682 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617468341897164) ,message is: Lucky 5, issue no. 160708010 ,winning number is:7,1,5,11,6,url = http://kpwlottery.com/index.php/km?issue=160708010&wincode=7,1,5,11,6
2016-07-08 17:01:14.683 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708010
2016-07-08 17:01:14.683 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708011
2016-07-08 17:01:14.683 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 17:01:14.686 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708011
2016-07-08 17:03:14.712 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:05:14.783 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:07:14.825 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:09:14.899 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:11:14.924 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:13:14.950 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:15:14.985 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:17:15.098 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:19:15.167 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:21:15.229 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:23:15.256 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:25:15.283 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:27:15.346 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:29:15.610 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:31:15.646 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:33:15.715 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:35:15.749 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:37:15.784 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:39:15.818 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 17:41:15.854 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708011
2016-07-08 18:02:21.615 | INFO  | main       | StartService        :18    | System Started ......
2016-07-08 18:02:21.693 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-08 18:02:22.460 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-08 18:02:22.470 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-08 18:02:23.538 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708011
2016-07-08 18:02:23.538 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 18:02:26.303 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617484425228889) ,message is: Lucky 5, issue no. 160708011 ,winning number is:2,7,11,4,9,url = http://kpwlottery.com/index.php/km?issue=160708011&wincode=2,7,11,4,9
2016-07-08 18:02:26.303 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708011
2016-07-08 18:02:26.304 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708012
2016-07-08 18:02:26.304 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 18:02:26.312 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708012
2016-07-08 18:04:26.347 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:06:26.382 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:08:26.418 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:10:26.452 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:12:26.491 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:14:26.524 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:16:26.559 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:18:26.594 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:20:26.630 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:22:26.663 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:24:26.698 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:26:26.732 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:28:26.771 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:30:26.806 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:32:26.841 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:34:26.876 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:36:26.911 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:38:26.947 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:40:26.986 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:42:27.021 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:44:27.061 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:46:27.096 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:48:27.131 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:50:27.167 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:52:27.201 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:55:35.973 | INFO  | main       | StartService        :18    | System Started ......
2016-07-08 18:55:35.978 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-08 18:55:36.113 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-08 18:55:36.116 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-08 18:56:36.753 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 18:58:36.895 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 19:00:36.929 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708012
2016-07-08 19:01:36.988 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708012
2016-07-08 19:01:36.988 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 19:01:41.301 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617510408559624) ,message is: Lucky 5, issue no. 160708012 ,winning number is:7,6,5,4,1,url = http://kpwlottery.com/index.php/km?issue=160708012&wincode=7,6,5,4,1
2016-07-08 19:01:41.302 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708012
2016-07-08 19:01:41.302 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160709001
2016-07-08 19:01:41.302 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 19:01:41.307 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160709001
2016-07-08 19:03:41.309 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:05:41.310 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:07:41.312 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:09:41.314 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:11:41.315 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:13:41.319 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:15:41.320 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:17:41.322 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:19:41.325 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
2016-07-08 19:21:41.326 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160709001
